content
"김정은 북한 국무위원장이 지난달 말 폭우 피해를 입은 평안북도 신의주시를 돌아보고 있는 모습. 노동신문=뉴스1
김정은 국무위원장이 직접 고무보트를 타고 수해 지역을 돌아보며 압록강 일대를 현지 지도한 일화를 북한 매체가 뒤늦게 공개했다.

노동신문은 6일 '인민이여 다 아는가, 위대한 어버이의 헌신을 만단 사연을'이라는 특집기사를 통해 김 위원장이 지난달 말 침수 피해를 입은 평안북도·자강도 지역을 돌아본 뒷이야기를 공개했다.

신문은 김 위원장이 피해 실태를 보고받은 뒤 ""인민을 너무도 불같이 사랑해 아름다운 생활과 추억이 깃든 소중한 삶의 보금자리를 잃은 인민의 아픔을 자신께서 직접 체감하고 복구 대책을 현지에서 세우기 위해 고무보트에 올랐다""고 전했다.

또 김 위원장이 고무보트를 탈 때 ""수면 가까이에 낮추 길게 드리워진 전선줄이며 소용돌이와 같은 불의의 위험 요소들과 장애물이 있었다""며 ""여기저기 삐죽삐죽 솟은 전주대와 가로수들로 힘겹게 전진하던 고무 단정이 잔물결에도 금시 뒤집힐 듯 좌우로 위태롭게 흔들거렸다""고 당시 상황을 설명했다.

이에 일꾼들은 ""금시 눈앞이 새까매지고 심장이 멎는 것만 같아 하늘이 다 보이지 않았다""고 했지만, 김 위원장은 아랑곳하지 않고 '고무 단정을 앞으로 전진시키라'고 주문했다고 한다.

북한이 이 같은 일화를 뒤늦게 공개한 것은 김 위원장의 '애민' 이미지를 선전하기 위한 의도로 풀이된다. 최근 북한이 이례적으로 수해 피해 현장의 구조 상황을 상세하게 보도하고 있는 데 대해 통일부 관계자는 ""김정은 위원장의 애민 지도자 이미지 선전과 체계적인 위기관리 능력을 강조하려는 의도로 보인다""고 분석했다.

신문도 이날 수재민들이 ""우리 인민은 집과 가산을 다 잃어도 원수님만 계시면 된다고, 그러면 세상에 두려울 것도 부러운 것도 없다고 늘 외운다""고 말했다고 전했다."
"지난 2일(현지시간) 프랑스 샤토루 CNTS 사격장에서 열린 2024파리올림픽 사격 여자 25m 권총 예선에서 김예지가 사격에 앞서 집중력을 높히기 위해 눈을 감고 있다. 올림픽사진공동취재단
뛰어난 실력과 카리스마 넘치는 모습으로 2024 파리 올림픽 '깜짝 스타'로 떠오른 한국 사격의 김예지가 평정심을 유지한 비결에 대해 ""제 직업이고 그래야만 한다고 생각을 했던 것 같다""고 말했다.

김예지는 6일 오전 CBS 라디오 '김현정의 뉴스쇼'에서 '과녁에 잘 맞아도 덤덤, 빗나가도 덤덤, 요새 젊은이들 말로 쿨내가 진동한다는 반응이 있다'는 진행자의 말에 ""이거를 이겨내야만 한다고 생각하고 시합에 임했던 것 같다. 내가 나 자신을 뛰어넘지 못하면 누구를 뛰어넘을 수 있겠느냐는 생각이 강했다""며 이같이 밝혔다.

그는 ""일단 총을 들고 조준할 때는 머릿속에는 온통 그냥 제가 해야 할 행위에 대한 루틴들만 생각한다""며 ""실탄이 총구를 나가는 순간 이미 그거는 제 손에서 벗어난 일이고, 이미 과거이고 제가 돌이킬 수 없는 일이니 '다시 시작' '다시 시작' 이렇게 시작하는 것 같다""고 말했다.

세계적인 부호 일론 머스크가 '김예지를 액션 영화에 캐스팅해야 한다. 그 자체가 영화다'라며 SNS에 극찬한 것에 대해선 ""처음 그 얘기를 듣고 '머스크가 저를 뭘 해요? 샤라웃(Shout out)이 뭐야?'라며 안 믿었다""며 ""사람들이 자꾸 일론 머스크, 머스크 해서 그때 진짜구나 알았다. 샤라웃이라는 단어 자체도 몰랐다""고 했다.

진행자가 ""언제 일론 머스크하고 식사 한번 하셔야겠다. 궁금한 것도 물어보고""라고 하자 그는 ""제가 영어를 못해서 안 될 것 같다""고 말하며 웃었다.

'세계 신기록이 나오면 저 같으면 그냥 막 웃음이 터져 나올 것 같다'는 말에는 ""그 부분에 대해서도 많은 분이 대단하다고 이야기해 주시는데, 그때 저는 '됐어, 이제 다음 시합을 준비하자'라는 생각이 강했다""고 말했다.

중학교 1학년 사격을 시작해 20년간 무명의 시간을 겪었다는 김예지는 ""여기까지 올라오기에 굉장히 오랜 시간이 걸렸다. 그전에는 국내 시합만 뛰고 국가대표를 잠깐씩 하던 선수였는데 아무것도 이루어놓은 게 없이 시간을 보내고 있다는 게 허무했다""며 ""어느 순간부터 '그래, 나도 어디 한번 목표를 가져보자'라는 생각으로 목표를 잡고 미친 듯이 훈련을 했다""고 밝혔다.

특히 그는 ""아이를 낳고 부끄러운 사람이 되지 말아야겠다는 생각이 들었다""며 ""딸 아이가 커서 엄마를 바라봤을 때 부끄럽지 않아야겠다는 생각이 들면서부터 책임감을 가지고 더 위로 올라가자는 생각을 했던 것 같다""고 했다.

김예지는 ""다음 목표는 일단 돌아가서 국내 대회부터 차근차근 다시 밟아갈 예정""이라며 ""다음에 있을 국제대회에서 다시 여러분 앞에 떳떳하게 설 수 있는 선수가 되는 게 아닌가 싶다""고 덧붙였다."
"사진 SBS 유튜브 캡처

2024 파리 올림픽 양궁 결승에서 접전 끝에 4.9㎜ 차이로 금메달과 은메달을 나란히 목에 건 김우진(32·청주시청)과 브래디 앨리슨(35·미국)이 마이크가 켜진 줄 모르고 나눈 대화 내용이 공개됐다.

지난 5일 SBS 유튜브에는 김우진과 엘리슨의 공식 기자회견 영상이 올라왔다. 두 선수는 전날인 4일 치러진 양궁 남자 개인 결승전에서 마지막 5세트에 동시에 텐·텐·텐을 쏘며 슛오프까지 가는 등 치열한 대결을 펼쳤다. 경기를 마친 뒤 엘리슨이 김우진에게 진심 어린 축하를 건네는 모습은 지켜보는 이들에게 감동을 선사했다.

이날 기자회견에서도 두 사람은 화기애애한 모습을 보였다. 김우진이 ""축구에 메시와 호날두가 있다면 양궁에는 브래디 엘리슨과 김우진이 있다""며 엘리슨을 치켜세우자 두 사람은 '주먹 인사'를 나누기도 했다.

사진 SBS 유튜브 캡처
기자회견 시작 전 두 사람이 마이크가 켜진 줄 모른 채 편하게 잡담을 하는 모습도 카메라에 포착됐다.

아들 한 명을 키우는 아빠인 김우진은 엘리슨의 어깨에 손을 얹으며 ""아이가 몇살이냐""고 물었고, 엘리슨은 ""한 명은 3.5살, 한 명은 6개월이다""고 답했다.

이에 김우진은 고개를 끄덕이며 '와우""라고 감탄했다. 이 순간 현장 관계자가 이들에게 다가와 ""마이크가 켜져 있다""고 말했고, 두 사람은 멋쩍게 웃으며 대화를 멈췄다.

한편 미국 양궁 전설이자 '태극궁사 킬러'로 불렸던 엘리슨은 미국 양궁 협회와 인터뷰에서 김우진과의 경기에 대해 ""전 세계 양궁 팬들이 항상 원했던 경기라고 생각한다""며 ""올림픽에서 내가 쏜 최고의 샷이었다고 느꼈다. 통제력을 갖고 있었고 잘 쐈으며 좋은 성적을 거뒀다""고 소감을 밝혔다."
"6일 코스피는 전장보다 91.79포인트(3.76%) 오른 2533.34로 출발했다. 연합뉴스
미국 경기 침체 우려로 역대 최대 하락 폭을 기록했던 코스피가 6일 하루 만에 4% 넘게 반등했다.

이날 코스피는 전일보다 91.79포인트(3.76%) 오른 2533.34로 출발했다. 오전 9시 2분에는 전일보다 105.86포인트(4.34%) 오른 2547.41을 기록했다. 같은 시간 코스닥 지수는 29.75포인트(4.3%) 오른 721.03을 나타냈다.



코스피·코스닥 동시 매수 사이드카 발동

코스피와 코스닥이 동반 급등하면서 프로그램매수호가 일시효력정지(사이드카)가 발동했다.

한국거래소에 따르면 이날 오전 9시 11분 코스피 시장과 코스닥 시장에 매수 사이드카를 발동했다.

사이드카는 선물가격이 전일 종가보다 5%(코스피), 6%(코스닥) 이상 급등해 1분 이상 지속될 때 현물시장에 대한 영향을 최소화하기 위해 주식시장의 선물 및 현물 매매를 5분간 중단시키는 제도다.

발동 당시 코스피200선물지수는 전일 종가보다 16.75포인트(5.06%) 상승한 347.20이었다.

코스닥150선물은 전일 종가보다 90.80포인트(7.99%) 상승했으며 코스닥150지수는 65.16포인트(5.64%) 상승했다.

코스피 매수 사이드카가 발동된 것은 지난 2020년 6월 16일 이후 4년 2개월 만이다. 코스닥 사이드카가 발동된 것은 지난해 11월 6일 이후 9개월 만이다."
"사진 경찰청 유튜브 캡처
공중전화를 이용해 허위로 음식을 주문한 30대 A씨가 경찰에 붙잡혔다.

5일 경찰청 공식 유튜브 채널에는 '피자 주문하시면 경찰이 배달 갑니다'는 제목의 영상이 올라왔다.

영상에 따르면 경찰은 지난달 울산 남구의 한 피자 가게에서 허위 주문 배달 신고를 접수했다.

가게 사장의 진술에 의하면 주문자는 공중전화를 이용해 피자를 주문했다.

그러나 주문자가 말한 주소의 주인은 주문한 적이 없었다. 주문자가 전화도 받지 않아 가게 사장은 음식 대금을 받지 못하는 상황이었다.

신고를 접수한 경찰이 출동해 가게 사장의 진술을 토대로 진술서를 작성하던 중 한 통의 전화가 또 걸려 왔다. 이번에도 공중전화 번호로 걸려온 것이었다.

가게 사장을 대신해 경찰관이 전화를 받았는데 전화를 건 사람은 바로 허위 주문을 했던 주문자였다.

이 주문자는 아무렇지 않게 ""배달 왜 안 와요""라며 다그쳤고, 경찰관은 아르바이트생인 척 ""죄송하다. 제가 오늘 아르바이트 첫날이라 다른 주소로 (피자를) 보낸 것 같다""고 대응했다.

그러자 주문자는 전혀 의심하지 못한 채 ""다른 데로 갔다고요?""라고 되물었고, 이에 경찰관은 ""그렇다. 정말 죄송하다. 괜찮으시면 다시 만들어서 보내겠다""며 시간을 끌었다.

주문자는 ""그렇게 해달라""면서 ""아까 제가 이야기했던 것처럼 집에 아기 있으니까 벨 누르지 말고 문 앞에 계좌번호 적어서 놔두면 이체하겠다""고 덧붙이기도 했다.

이 경찰관이 허위 주문자와 통화를 하며 시간을 끄는 사이 함께 출동한 또 다른 경찰관은 공중전화 위치를 파악해 다른 순찰차 동원을 요청했다.

연락을 받은 다른 경찰관들은 공중전화 위치로 출동해 허위 주문자를 붙잡았다.

피자를 주문하는 척 허위 주문을 이어간 A씨는 업무 방해죄로 검거됐다. A씨는 경찰 조사에서 허위 주문 사실을 일체 시인했다."
"미국 경제의 상징인 월가와 뉴욕증권거래소. 로이터=연합뉴스
미국의 경기침체 우려로 아시아 주요 증시가 폭락한 데 이어 뉴욕증시도 5일(현지시간) 주요 지수들이 큰 폭으로 하락했다.

이날 뉴욕증시에서 다우존스30 산업평균지수는 전 거래일보다 1033.99포인트(-2.60%) 내린 3만8703.27에 거래를 마감했다.

스탠더드앤드푸어스(S&P 500) 지수는 160.23포인트(-3.00%) 내린 5186.33에, 기술주 중심의 나스닥 지수는 576.08포인트(-3.43%) 내린 1만6200.08에 각각 거래를 마쳤다.

특히 다우지수와 S&P 500 지수는 지난 2022년 9월 13일 이후 약 2년 만에 가장 큰 낙폭을 기록했다.

이날 빅테크(대형 기술주)를 중심으로 매도세가 이어졌다. 올해 미 증시를 견인해 온 인공지능(AI) 대장주 엔비디아가 6.4% 급락했고, 애플은 워런 버핏이 이끄는 버크셔 해서웨이가 보유지분 절반가량을 처분했다는 소식에 4.8% 하락했다.

앞서 미 노동부는 7월 미국의 비농업 일자리가 전월 대비 11만4000명 늘고, 실업률이 4.3%로 상승했다고 지난 2일 밝혔다. 평균 수준을 크게 밑돈 고용 증가세와 예상 밖 실업률 상승으로 미국의 경기침체 우려가 확산됐다.

일본 닛케이225 평균주가(닛케이지수)는 이날 전 거래일보다 12.4% 급락해 1987년 10월 20일 '블랙 먼데이' 충격 이후 가장 큰 낙폭을 기록했다. 코스피 역시 8.77% 급락한 2441.55에 거래를 마쳤다. 유럽 증시 역시 2％ 안팎으로 떨어지는 등 줄줄이 하락했다.

시장의 공포 심리를 간접적으로 나타내는 '공포지수'도 코로나 팬데믹 이후 약 4년 만에 최대치로 치솟았다. 미 시카고옵션거래소(CBOE)의 변동성지수(VIX)는 이날 뉴욕증시 마감 무렵 전 거래일 대비 15.18포인트 상승한 38.57을 나타내며 2020년 10월 이후 가장 높은 수치를 보였다."
"경찰 마크. 사진 JTBC 캡처
자신이 사용하는 재떨이를 치웠다는 이유로 길이 50㎝에 달하는 정글도를 이웃 주민에게 휘두른 60대가 구속됐다.

5일 강원 춘천경찰서에 따르면 춘천지법은 특수협박 혐의를 받는 A씨에 대해 ""도주 우려가 있다""며 구속영장을 발부했다.

A씨는 지난달 31일 오전 8시 39분쯤 춘천시 후평동 한 아파트 쉼터에서 이웃 주민인 70대 B씨에게정글도를 휘둘러 위협한 혐의를 받는다.

A씨는 아파트 쉼터에서 주민들이 공용으로 사용하는 재떨이를 B씨가 치웠다는 이유에 화가 나 이 같은 범행을 저질렀다.

경찰은 같은 날 A씨를 현행범 체포하고, 정글도를 압수했다.

이 과정에서 다친 사람은 없었다.

경찰은 사건을 조만간 검찰에 넘길 방침이다."
"코스피가 미국 경기 침체 공포를 반영하면서 2거래일 연속 2% 넘게 하락 출발하며 2600선 붕괴된 5일 서울 중구 하나은행 딜링룸에서 직원들이 업무를 보고 있다. 연합뉴스
미국 증시 급락 여파로 코스피 지수가 급락하면서 5일 사이드카(프로그램 매도 호가 일시효력정지)가 발동됐다.

한국거래소에 따르면 이날 오전 11시 00분 20초쯤 코스피200선물지수 하락으로 5분간 사이드카가 발동됐다.

발동 당시 코스피200선물지수는 전일종가보다 18.65포인트(5.08%) 하락한 348.05였다.

코스피 사이드카는 코스피200선물 가격이 기준 가격 대비 5% 이상 하락해 1분간 지속되는 경우 발동된다."
"기사 내용과 관련 없는 대한항공 자료사진.
몽골 울란바토르를 향해 운항 중이던 대한항공 여객기가 난기류로 기체가 심하게 흔들리면서 일부 승객과 승무원이 다치는 사고가 발생했다.

5일 항공업계에 따르면 전날 오전 8시 10분 승객 281명을 태우고 인천에서 출발한 KE197편은 이륙 약 1시간 30분이 지난 오전 9시 40분쯤 중국 톈진 공항 인근을 운항하던 중 고도 3만4100피트(10.4㎞) 상공에서 강한 난기류를 맞닥뜨렸다.

약 15초간 기체가 위아래로 크게 흔들리면서 좌석 테이블 위에 놓인 기내식 등이 바닥에 떨어졌다.

이후 승객 10여명과 승무원 4명이 목, 허리 등의 통증을 호소했다. 크게 다친 승객과 승무원은 없는 것으로 전해졌다.

대한항공은 기내에서 간단한 치료를 진행했으며, 울란바토르 공항 착륙 직후 대기 중인 의료진이 부상자들을 진료했다.

모든 승객은 차질 없이 입국 절차를 밟은 것으로 알려졌다.

당시 여객기는 톈진 공항 주변의 천둥·번개가 치는 지역을 우회 운항했으며, 난기류를 만나기 전 기내 서비스를 중단하고 좌석 착석과 안전벨트 착용 안내를 했다고 대한항공은 설명했다.

항공업계에 따르면 최근 기후 변화로 난기류의 발생 빈도가 잦아지고 강도는 커지고 있다.

올해 상반기에만 국적 항공사들이 겪은 난기류는 1만4820건에 달한다. 작년 한 해(2만575건)의 72% 수준이며, 2019년(1만5241건)의 97%에 이른다.

대한항공 관계자는 ""최근 예상하기 어려운 급성 난기류의 발생이 많으니 비행 중에는 이석을 최소화하고 착석 시에는 반드시 안전벨트를 착용해 주시길 당부드린다""고 말했다."
"주운 출입증으로 '여기어때' 삼성동 사옥에 들어가 물건을 훔친 30대 남성이 붙잡혔다.

서울 강남경찰서는 30대 남성 A씨를 야간건조물 침입 및 절도 혐의로 입건해 수사하고 있다고 5일 밝혔다.

경찰에 따르면 A씨는 누군가 잃어버린 출입증을 주워 서울 강남구 삼성동 '여기어때' 사옥에 들어간 뒤 300만원 상당의 노트북과 5만5000엔(약 51만원) 상당의 일본 엔화를 훔친 혐의를 받는다.

A씨는 인근 업체의 외부 청소업체 직원으로 알려졌으며, 사람이 없는 새벽 시간대에 사무실을 드나들며 범행한 것으로 파악됐다.

A씨는 경찰의 설득에 자진 출석해 범행을 시인한 것으로 전해졌다.

경찰은 추가 범죄 여부 및 피해 물품 등이 없는지 수사하고 있다."
